Contigs_ID	Similarity_label	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	-15	-16	-17	-18	-19	-20	-21	-22	-23	-24	-25	-26	-27	-28	-29	-30	-31	-32	-33	-34	-35	dens15to18	dens20to22	dens25to29	ratiosi_pi	ratio_si	dens18to35	length
bN_RNPM169_Contig10_9	viral	-0.399955400718309	-0.399955400718309	-0.399955400718309	-0.399955400718309	-0.304061997948685	0.463085224208312	4.7591096682875	0.271298418669063	0.0986902936837386	0.271298418669063	0.213762377007288	0.232941057561213	0.137047654791589	-0.150632553517285	0.0795116131298137	-0.0930965118555106	-0.150632553517285	-0.0355604701937358	0.00279689091411403	-0.0930965118555106	-0.0930965118555106	-0.20816859517906	-0.304061997948685	-0.20816859517906	-0.28488331739476	-0.32324067850261	-0.380776720164384	4.58650154330217	-0.0163817896398109	-0.304061997948685	-0.304061997948685	-0.399955400718309	-0.342419359056535	-0.342419359056535	-0.380776720164384	-0.32324067850261	-0.342419359056535	-0.361598039610459	-0.399955400718309	-0.399955400718309	-0.399955400718309	-0.380776720164384	-16.6096404744368	1.03664184363427	-1.13102365062592	2.16766549426019	0.272157543708968	1.63211856609936	311
bN_RNPM169_Contig121_120	viral	-0.342834204922421	-0.342834204922421	-0.342834204922421	-0.342834204922421	-0.30658741673679	-0.0528598994373776	6.16346427439823	0.0921272533051438	-0.197847052179899	-0.143476869901454	-0.179723658087084	-0.179723658087084	-0.107230081715823	-0.125353475808638	-0.0528598994373776	-0.252217234458345	-0.215970446272714	-0.288464022643975	-0.342834204922421	-0.342834204922421	-0.324710810829605	-0.342834204922421	-0.30658741673679	-0.342834204922421	-0.342834204922421	-0.342834204922421	-0.342834204922421	2.72001939676335	0.110250647397959	-0.0166131112517473	0.0377570710266983	-0.197847052179899	-0.179723658087084	0.0921272533051438	0.00151028284106791	0.110250647397959	-0.0709832935301928	-0.0709832935301928	-0.125353475808638	-0.179723658087084	-0.234093840365529	-0.179723658087084	-16.6096404744368	1.0118157502472	-1.07800251200127	2.08981826224847	0.898777949821198	1.5690561098118	304
bN_RNPM169_Contig1572_1571	viral	-0.213783516516072	-0.213783516516072	-0.213783516516072	-0.179972614398209	-0.213783516516072	-0.0109181038088933	6.81888412399945	0.0228927983089698	-0.0616344569856879	-0.179972614398209	-0.163067163339277	-0.19687806545714	-0.112350810162483	-0.146161712280346	-0.163067163339277	-0.19687806545714	-0.19687806545714	-0.19687806545714	-0.146161712280346	-0.19687806545714	-0.19687806545714	-0.19687806545714	-0.213783516516072	-0.146161712280346	-0.213783516516072	-0.213783516516072	-0.213783516516072	0.445529074782258	-0.0278235548678248	-0.112350810162483	-0.0616344569856879	-0.179972614398209	-0.146161712280346	-0.112350810162483	-0.146161712280346	-0.19687806545714	-0.112350810162483	-0.146161712280346	-0.19687806545714	-0.146161712280346	-0.146161712280346	-0.146161712280346	-6.73470962022584	1.23395717296937	-2.6472467789755	3.88120395194487	2.90525951002959	1.48929205397227	213
bN_RNPM169_Contig175_174	viral	-0.345737287535302	-0.345737287535302	-0.345737287535302	-0.345737287535302	1.44183017290923	0.0407637849932452	5.83827987292146	0.016607467960211	0.209858004224485	0.0407637849932452	0.0407637849932452	-0.00754884907282319	-0.00754884907282319	-0.128330434237994	-0.0558614831388916	-0.224955702370131	-0.224955702370131	-0.2732683364362	-0.224955702370131	-0.176643068304063	-0.2732683364362	-0.297424653469234	-0.224955702370131	-0.297424653469234	-0.128330434237994	-0.2732683364362	-0.297424653469234	2.93952182895735	-0.176643068304063	-0.152486751271029	-0.2732683364362	-0.224955702370131	-0.345737287535302	-0.2732683364362	-0.297424653469234	-0.2732683364362	-0.345737287535302	-0.345737287535302	-0.297424653469234	-0.345737287535302	-0.321580970502268	-0.345737287535302	-16.6096404744368	0.850622375961773	-1.64533511870064	2.49595749466241	0.907519083983034	1.4701420987193	244
bN_RNPM169_Contig1802_1801	viral	-0.426142666906936	-0.426142666906936	-0.426142666906936	-0.400542106191626	0.137069668829891	0.85388536885858	5.84599470834409	0.546678640274856	0.623480322420787	0.0858685473992701	0.495477518844235	0.188270790260511	0.162670229545201	-0.0165336954619712	0.0858685473992701	0.0602679866839598	0.0858685473992701	0.00906686525333911	-0.0421342561772816	-0.0421342561772816	-0.323740424045695	-0.118935938323213	-0.272539302615075	-0.246938741899764	-0.374941545476316	-0.323740424045695	-0.323740424045695	2.72272630107623	-0.323740424045695	-0.349340984761006	-0.374941545476316	-0.374941545476316	-0.400542106191626	-0.400542106191626	-0.400542106191626	-0.426142666906936	-0.400542106191626	-0.426142666906936	-0.426142666906936	-0.426142666906936	-0.426142666906936	-0.426142666906936	-8.37503943134693	0.473583509082413	-1.42084312096005	1.89442663004246	1.37937836707126	1.20992306937423	332
bN_RNPM169_Contig1803_1802	viral	-0.410239620303709	-0.410239620303709	-0.410239620303709	-0.386908457063688	0.0097213180166756	0.173039460696825	5.1659083940614	0.453013419577082	0.126377134216783	-0.0836033349434099	-0.0836033349434099	0.0563836444967184	-0.106934498183431	0.0563836444967184	-0.0369410084633672	0.033052481256697	-0.176927987903495	-0.0369410084633672	-0.106934498183431	-0.0369410084633672	-0.176927987903495	-0.0836033349434099	-0.153596824663474	-0.130265661423453	-0.24692147762356	-0.340246130583645	-0.130265661423453	4.1859995379805	0.126377134216783	-0.340246130583645	-0.386908457063688	-0.386908457063688	-0.410239620303709	-0.176927987903495	-0.363577293823667	-0.386908457063688	-0.363577293823667	-0.386908457063688	-0.293583804103602	-0.386908457063688	-0.386908457063688	-0.316914967343624	-8.35314682549808	0.699421225306071	-1.75323398331095	2.45265520861703	0.388129625815323	1.27073466451538	327
bN_RNPM169_Contig1804_1803	viral	-0.422172924486558	-0.422172924486558	-0.422172924486558	-0.422172924486558	-0.303898797782153	0.326896544641342	5.17613573952196	0.405745962444279	0.208622417936937	0.208622417936937	-0.146199962176279	0.0114988734295949	0.248047126838406	-0.0279258354718735	0.0114988734295949	0.0509235823310634	-0.185624671077747	0.129773000134	-0.10677525327481	0.0114988734295949	-0.146199962176279	-0.225049379979216	-0.264474088880684	0.129773000134	-0.225049379979216	-0.264474088880684	-0.343323506683621	4.11166859918231	-0.225049379979216	-0.343323506683621	-0.303898797782153	-0.382748215585089	-0.382748215585089	-0.225049379979216	-0.303898797782153	-0.343323506683621	-0.343323506683621	-0.422172924486558	-0.422172924486558	-0.382748215585089	-0.343323506683621	-0.303898797782153	-16.6096404744368	0.334618816823546	-1.87253909081774	2.20715790764129	0.463400520840244	0.973688722884153	249
bN_RNPM169_Contig1805_1804	viral	-0.581193594749534	-0.581193594749534	-0.581193594749534	-0.581193594749534	-0.386561321158993	0.846109744914438	4.28461324501401	1.36512914115588	0.651477471323897	0.132458075082452	0.00270322602209082	0.521722622263535	-0.12705162303827	-0.191929047568451	0.521722622263535	0.781232320384258	-0.191929047568451	-0.12705162303827	0.456845197733355	-0.321683896628812	-0.0621741985080898	-0.12705162303827	-0.191929047568451	-0.191929047568451	-0.451438745689173	-0.12705162303827	-0.386561321158993	4.34949066954419	-0.12705162303827	-0.386561321158993	-0.321683896628812	-0.12705162303827	-0.516316170219354	-0.451438745689173	-0.451438745689173	-0.386561321158993	-0.386561321158993	-0.386561321158993	-0.516316170219354	-0.451438745689173	-0.516316170219354	-0.256806472098632	-16.6096404744368	0	-1.57817333505852	1.57817333505852	0.579293750634461	0.915935735211525	212
bN_RNPM169_Contig1809_1808	viral	-0.350483272007351	-0.350483272007351	-0.350483272007351	-0.350483272007351	-0.16662319488874	0.293026997907785	6.21332148112703	0.697519167568727	0.274640990195924	0.20109695934848	0.0907809130773137	0.0540088976535917	0.145938936212897	0.0172368822298697	-0.16662319488874	-0.221781218024323	-0.00114912548199131	-0.185009202600601	-0.16662319488874	-0.221781218024323	-0.276939241159906	-0.240167225736184	-0.240167225736184	-0.276939241159906	-0.276939241159906	-0.258553233448045	-0.33209726429549	2.37064586934808	-0.129851179465018	-0.221781218024323	-0.33209726429549	-0.240167225736184	-0.313711256583629	-0.258553233448045	-0.258553233448045	-0.203395210312462	-0.313711256583629	-0.33209726429549	-0.295325248871767	-0.350483272007351	-0.33209726429549	-0.350483272007351	-16.6096404744368	0.466781074372842	-1.78643427043051	2.25321534480335	1.43553220339422	1.00323837406654	445
